--- ANSYS ASSIGNMENT LOG ---
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[MATCH] Assem1|E-BA0-6A0|E-PS1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] G-MT1-6A0|Mirror1 -> Stainless Steel
[DEFAULT] M-CH1-6A1|Fillet4 -> Stainless Steel
[MATCH] M-DS1-6A0_open switch|Boss-Extrude9 -> PLA (3D Printed)
[DEFAULT] E-AM1-6A0|CirPattern1 -> Stainless Steel
[MATCH] M-DS1-6A0_open switch|Boss-Extrude9 -> PLA (3D Printed)
[MATCH] E-SP1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] M-CH2-6B0_Base|Fillet4 -> Stainless Steel
[DEFAULT] E-SN1-6A0|Boss-Extrude2 -> Stainless Steel
[MATCH] P-QE1-6A0|Cut-Extrude2 -> Aluminum Alloy
[DEFAULT] G-MT1-6A0|Mirror1 -> Stainless Steel
[DEFAULT] P-CA0-6A0|M-CA2-6A0|Fillet1 -> Stainless Steel
[MATCH] P-CA0-6A0|P-CA1-6A0|Boss-Extrude3 -> FR-4 (PCB)
[DEFAULT] P-CA0-6A0|M-CH5-6B0|Fillet1 -> Stainless Steel
[DEFAULT] P-CA0-6A0|P-CA2-6A0|Revolve1 -> Stainless Steel
[DEFAULT] P-CA0-6A0|P-CA2-6A0|Revolve1 -> Stainless Steel
[DEFAULT] E-SN1-6A0|Boss-Extrude2 -> Stainless Steel
[MATCH] E-SP1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] M-CH4-6A1|Fillet2 -> Stainless Steel
[DEFAULT] M-CH3-6B1|Fillet3 -> Stainless Steel
[DEFAULT] M-CA1-6A0|Fillet1 -> Stainless Steel
[DEFAULT] M-CH1-6A1|Fillet4 -> Stainless Steel
[DEFAULT] M-CH2-6B0_Base|Fillet4 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW2-6A0|Cut-Extrude5 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|G-RW1-6A0|Boss-Extrude3 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW4-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|M-RW1-6A0|Fillet6 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW2-6A0|Cut-Extrude5 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|G-RW1-6A0|Boss-Extrude3 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW4-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW2-6A0|Cut-Extrude5 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|G-RW1-6A0|Boss-Extrude3 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW4-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW2-6A0|Cut-Extrude5 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|G-RW1-6A0|Boss-Extrude3 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW3-6A0|Fillet1 -> Stainless Steel
[DEFAULT] G-RW0-6A0|Assem1^G-RW0-6A0|M-RW4-6A0|Fillet1 -> Stainless Steel
--- EXECUTION FINISHED ---
